market_hash_name,currency,current_min_price,suggested_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
★ Specialist Gloves | Fade (Minimal Wear),EUR,1085,1215.94,,,,,0,962.08,1023.87,992.98,992.98,2,840.19,1287.14,1074.64,1075.92,22,830,1326.9,1057.5,1063.42,66
StatTrak™ Glock-18 | Blue Fissure (Field-Tested),EUR,3.44,4.29,3.42,4.29,3.86,3.86,2,2.5,7.74,4.03,3.66,8,2.5,15.79,4.79,4.34,37,2.5,169.99,9.34,4.44,105
Sticker | Death Guard 2,EUR,,0.3,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ SCAR-20 | Powercore (Factory New),EUR,14.27,5.32,,,,,0,4.17,4.17,4.17,4.17,1,4.17,5.89,5.23,5.64,3,3.7,8.13,5.08,4.85,12
★ Ursus Knife | Ultraviolet (Minimal Wear),EUR,226.65,280.4,,,,,0,198.4,259.55,233.32,242,3,185.62,265.3,222.15,219.3,10,182,265.3,221.31,221.15,37
Sticker | FURIA (Foil) | Katowice 2019,EUR,11.51,7.13,,,,,0,,,,,0,,,,,0,6.48,7.99,7.36,7.49,4
Sticker | S0tF1k (Gold) | Katowice 2019,EUR,,45.27,,,,,0,,,,,0,,,,,0,,,,,0
MP7 | Armor Core (Field-Tested),EUR,0.08,0.13,,,,,0,0.09,0.09,0.09,0.09,1,0.08,4.77,0.21,0.1,41,0.07,4.77,0.14,0.11,164
★ Ursus Knife | Case Hardened (Factory New),EUR,283.07,366.88,,,,,0,,,,,0,,,,,0,302.51,330,316.26,316.26,2
Sticker | PENTA Sports | Krakow 2017,EUR,1.46,1.51,,,,,0,1.14,1.17,1.16,1.16,2,1.1,1.99,1.31,1.11,24,0.94,2.59,1.35,1.14,40
Zeus x27 | Olympus (Factory New),EUR,15.01,18.29,16.43,16.43,16.43,16.43,1,13.35,34.25,16.09,15.9,37,11,35,15.48,15.18,121,11,45,15.84,15.38,412
★ StatTrak™ M9 Bayonet | Boreal Forest (Well-Worn),EUR,,598.94,,,,,0,,,,,0,,,,,0,500,500,500,500,1
Souvenir MP5-SD | Co-Processor (Well-Worn),EUR,,2.68,,,,,0,,,,,0,,,,,0,1.9,1.9,1.9,1.9,1
Souvenir MAG-7 | Metallic DDPAT (Minimal Wear),EUR,,3.29,,,,,0,,,,,0,,,,,0,,,,,0
Glock-18 | Groundwater (Minimal Wear),EUR,24.01,20.26,,,,,0,19.19,20,19.6,19.6,2,14.66,35,21.5,19.26,8,14.66,62.52,22.98,19.87,21
Sticker | fitch (Foil) | Katowice 2019,EUR,2.99,2.23,,,,,0,,,,,0,,,,,0,1.47,3.01,1.98,1.47,3
Souvenir P90 | Glacier Mesh (Field-Tested),EUR,3.75,2.16,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Nest Egg (Holo),EUR,2.29,0.68,,,,,0,,,,,0,,,,,0,,,,,0
MAC-10 | Neon Rider (Factory New),EUR,11.77,15.09,10.96,24.5,14.13,13.23,7,10.55,24.5,13.21,13.27,43,8.35,24.5,12.78,12.98,185,8.27,58.35,12.69,12.7,528
Sealed Graffiti | FaZe Clan | Atlanta 2017,EUR,2.64,2.58,,,,,0,,,,,0,2.19,2.64,2.47,2.59,3,1.66,2.8,2.44,2.54,8
Sticker | KRIMZ (Gold) | Paris 2023,EUR,9.74,2.02,,,,,0,,,,,0,1.62,2.1,1.86,1.86,2,1.37,2.49,2.01,2.13,6
StatTrak™ P90 | Wave Breaker (Factory New),EUR,11.99,7.53,5.36,5.36,5.36,5.36,1,5.11,20.49,9.12,6.6,8,4.65,50,8.97,6.83,35,4.65,50,8.93,7.06,58
★ StatTrak™ Gut Knife | Blue Steel (Well-Worn),EUR,,144.67,,,,,0,,,,,0,,,,,0,103.55,155.55,124.27,119,4
★ Survival Knife | Boreal Forest (Field-Tested),EUR,104,123.58,105.89,105.89,105.89,105.89,1,98.65,105.89,101.19,99.04,3,89.56,115.74,102.02,101.7,9,89.56,137.02,108.74,104.89,27
P250 | Steel Disruption (Field-Tested),EUR,1.58,2.17,,,,,0,,,,,0,,,,,0,,,,,0
UMP-45 | Primal Saber (Field-Tested),EUR,2.3,2.71,2.02,2.47,2.27,2.32,3,1.96,3.04,2.43,2.34,20,1.78,3.76,2.39,2.33,83,1.78,9.87,2.62,2.5,284
★ Bayonet | Crimson Web (Minimal Wear),EUR,558.99,562.31,521.61,521.61,521.61,521.61,1,483.95,521.61,502.78,502.78,2,405.69,521.61,445.73,424.49,9,405.69,1050,493.98,470.99,18
Sticker | Xyp9x (Gold) | Berlin 2019,EUR,19.99,11.76,,,,,0,10.99,10.99,10.99,10.99,2,9.36,10.99,10.45,10.99,3,9.36,10.99,10.45,10.99,3
Glock-18 | Snack Attack (Field-Tested),EUR,5.98,6.8,5.91,5.91,5.91,5.91,1,4.41,6.01,5.69,5.96,24,3.51,6.01,4.68,4.39,111,2.59,6.01,4.32,4.25,334
Sticker | Stewie2K (Gold) | Katowice 2019,EUR,,90.88,,,,,0,,,,,0,145,145,145,145,1,145,145,145,145,1
★ Karambit | Scorched (Minimal Wear),EUR,,939.66,,,,,0,,,,,0,677.5,699.46,688.48,688.48,2,655.41,735,691.84,688.48,4
Sticker | jdm64 (Foil) | Cluj-Napoca 2015,EUR,80.95,18.82,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | GGWP (SWAT Blue),EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,23
★ Nomad Knife | Blue Steel (Well-Worn),EUR,,328.12,,,,,0,280,295,287.5,287.5,2,242.98,300,287.02,289.9,11,228.94,315,284.47,289.42,30
Special Agent Ava | FBI,EUR,17.08,20.58,14.75,19.11,17.78,18.56,20,12.89,21,17.64,18.18,151,11.43,23.54,17.09,17.7,638,11.43,30.09,17.03,17.48,1971
"Sticker | karrigan (Holo, Champion) | Antwerp 2022",EUR,2.27,0.9,,,,,0,0.69,0.69,0.69,0.69,1,0.59,1.88,0.98,0.72,4,0.55,2.59,1.3,1.26,30
USP-S | Alpine Camo (Well-Worn),EUR,1.4,1.43,,,,,0,1.1,1.46,1.26,1.15,5,1.1,2,1.31,1.25,17,1.1,2.92,1.65,1.54,68
Sealed Graffiti | Double (Shark White),EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,0.02,0.02,0.02,0.02,22
XM1014 | Jungle (Field-Tested),EUR,14.99,3.3,,,,,0,3.98,3.98,3.98,3.98,1,3.01,9.55,4.8,3.92,6,2.98,12.99,5.95,4.08,17
Sealed Graffiti | Vega Squadron | Krakow 2017,EUR,2.51,1.36,,,,,0,0.91,0.91,0.91,0.91,2,0.67,2.68,1.42,1.54,9,0.67,2.68,1.25,0.91,13
Sticker | siuhy | Rio 2022,EUR,0.03,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,4,0.02,0.03,0.02,0.02,8
Sticker | slaxz- (Holo) | Austin 2025,EUR,,,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Recoil PP-Bizon (Monarch Blue),EUR,2.49,1.08,,,,,0,,,,,0,,,,,0,1.19,1.19,1.19,1.19,3
Sticker | latto (Glitter) | Copenhagen 2024,EUR,0.1,0.03,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.03,0.02,0.02,10,0.02,0.03,0.02,0.02,19
★ Survival Knife | Stained (Factory New),EUR,160.72,196.88,,,,,0,,,,,0,133.9,166.22,150.06,150.06,2,133.9,190,164.59,166.22,5
P2000 | Gnarled (Factory New),EUR,0.2,0.28,0.24,0.4,0.3,0.27,3,0.19,0.4,0.25,0.24,11,0.17,3.49,0.35,0.24,42,0.17,3.49,0.37,0.25,153
Sticker | n1ssim (Foil) | Austin 2025,EUR,,0.15,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | pashaBiceps (Foil) | Cluj-Napoca 2015,EUR,43.99,30.92,,,,,0,,,,,0,27.42,27.42,27.42,27.42,1,21.78,27.42,24.6,24.6,2
StatTrak™ USP-S | Ticket to Hell (Field-Tested),EUR,0.87,1.19,0.84,1.24,1.02,0.9,5,0.7,2.02,1.04,0.96,50,0.7,2.31,1.1,1.06,206,0.7,5,1.43,1.39,765
Nova | Toy Soldier (Battle-Scarred),EUR,0.69,0.68,0.52,0.52,0.52,0.52,1,0.51,0.65,0.56,0.52,3,0.47,1.59,0.7,0.54,12,0.47,1.94,0.69,0.58,42
Sticker | jks (Gold) | Paris 2023,EUR,17.07,8.43,,,,,0,,,,,0,8,12.03,10.01,10,4,5.5,12.03,8.04,7.23,8
Souvenir USP-S | Night Ops (Battle-Scarred),EUR,,26.04,,,,,0,,,,,0,,,,,0,,,,,0
AUG | Luxe Trim (Battle-Scarred),EUR,0.06,0.09,,,,,0,0.05,0.05,0.05,0.05,1,0.05,0.07,0.06,0.06,36,0.05,0.12,0.08,0.08,299
Sticker | KRIMZ (Glitter) | Rio 2022,EUR,0.45,0.1,,,,,0,,,,,0,,,,,0,0.06,0.06,0.06,0.06,1
Sealed Graffiti | Cocky (War Pig Pink),EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,0.02,0.1,0.03,0.02,6
Sticker | jkaem | Cologne 2016,EUR,36.07,3.92,,,,,0,,,,,0,,,,,0,6.42,6.42,6.42,6.42,1
MP7 | Teal Blossom (Minimal Wear),EUR,139.7,138.51,,,,,0,,,,,0,,,,,0,109.25,113.01,111.13,111.13,2
Sticker | felps (Foil) | Katowice 2019,EUR,4.69,1.89,,,,,0,,,,,0,2.19,3.99,3.09,3.09,2,1.42,3.99,2.53,2.19,3
Souvenir XM1014 | Blue Tire (Factory New),EUR,0.14,0.19,0.17,0.17,0.17,0.17,1,0.12,0.17,0.14,0.14,6,0.1,0.95,0.19,0.14,19,0.09,1,0.22,0.15,76
Sticker | fox (Foil) | Cluj-Napoca 2015,EUR,,16.69,,,,,0,,,,,0,,,,,0,12,12,12,12,1
★ StatTrak™ Skeleton Knife | Damascus Steel (Field-Tested),EUR,388.55,439.61,,,,,0,,,,,0,340,441.58,373.66,360.56,6,340,441.58,378.69,364.67,7
XM1014 | Heaven Guard (Well-Worn),EUR,,7.81,,,,,0,,,,,0,,,,,0,4.78,4.78,4.78,4.78,1
★ Falchion Knife | Boreal Forest (Field-Tested),EUR,127.44,148.25,,,,,0,,,,,0,106.91,139.71,121.01,118.71,4,102.13,143.2,128.05,132.11,21
Nuke Pin,EUR,6.86,7.28,4.98,7.13,6.06,6.06,2,4.98,7.38,6.65,6.88,19,4.98,7.38,6.42,6.45,91,4.51,12.84,6.58,6.53,285
MP7 | Groundwater (Factory New),EUR,48.03,27.4,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Death Sentence (Shark White),EUR,0.02,0.03,,,,,0,,,,,0,,,,,0,0.02,0.03,0.02,0.02,9
Galil AR | Akoben (Well-Worn),EUR,4.43,0.47,,,,,0,0.17,0.89,0.51,0.45,25,0.17,0.89,0.49,0.45,27,0.17,0.89,0.44,0.34,34
Sticker | Opal Flick (Holo),EUR,9.95,10.12,8.5,10,9.25,9.25,2,8.1,10,9.13,9.35,5,7,10,8.11,8.25,21,6.95,10.37,8.49,8.52,38
★ Gut Knife | Safari Mesh (Field-Tested),EUR,107.99,119.52,94.6,94.6,94.6,94.6,1,89,94.6,91.8,91.8,2,80,112.45,93.49,92.46,6,80,119.99,99.35,94.6,10
Souvenir MAG-7 | Rust Coat (Minimal Wear),EUR,0.02,0.04,,,,,0,,,,,0,0.02,0.03,0.02,0.02,18,0.02,0.03,0.02,0.02,40
Souvenir R8 Revolver | Bone Mask (Field-Tested),EUR,,1431.75,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ Desert Eagle | Code Red (Field-Tested),EUR,52.38,63.49,,,,,0,50.73,69.99,56.63,54.97,8,41.64,69.99,52.61,50.42,24,40.05,73.46,52.03,50.73,77
Charm | Titeenium AWP,EUR,6.05,6.24,4.64,10.85,6.74,6.02,10,4.58,11.42,6.63,5.96,47,3.93,23.65,6.43,5.73,244,3.41,332,7.19,5.74,816
Galil AR | Connexion (Battle-Scarred),EUR,0.21,0.29,0.24,0.24,0.24,0.24,1,0.22,0.25,0.23,0.23,14,0.19,0.32,0.24,0.25,59,0.17,0.47,0.28,0.27,209
Autograph Capsule | OpTic Gaming | Atlanta 2017,EUR,15.99,12.6,,,,,0,,,,,0,12.17,12.17,12.17,12.17,1,12.17,12.17,12.17,12.17,1
Glock-18 | Weasel (Field-Tested),EUR,0.34,0.46,0.31,2,0.88,0.33,3,0.26,2,0.45,0.35,18,0.25,2,0.38,0.34,59,0.25,2,0.44,0.39,178
Desert Eagle | Urban Rubble (Battle-Scarred),EUR,0.98,0.4,,,,,0,0.5,0.54,0.53,0.54,4,0.3,0.64,0.51,0.54,17,0.15,0.88,0.46,0.49,47
Sticker | Gambit Esports (Holo) | London 2018,EUR,4.86,5.25,,,,,0,,,,,0,,,,,0,4.29,5.8,4.9,4.6,3
★ Huntsman Knife | Night (Field-Tested),EUR,132.44,152.23,,,,,0,135,139.99,137.5,137.5,2,108.64,179.99,136.97,134.67,15,108.64,185,143.22,140,43
Sawed-Off | Origami (Battle-Scarred),EUR,0.13,0.18,,,,,0,0.13,0.13,0.13,0.13,1,0.12,0.13,0.13,0.12,2,0.1,0.13,0.11,0.11,16
Souvenir G3SG1 | New Roots (Minimal Wear),EUR,0.07,0.1,,,,,0,,,,,0,0.07,0.11,0.1,0.1,8,0.07,0.11,0.1,0.1,13
Glock-18 | Warhawk (Battle-Scarred),EUR,0.21,0.27,0.18,0.18,0.18,0.18,1,0.18,0.2,0.19,0.19,2,0.18,0.27,0.22,0.23,19,0.18,1.39,0.25,0.22,56
Sealed Graffiti | Recoil AUG (War Pig Pink),EUR,4.49,1.85,,,,,0,,,,,0,,,,,0,1.89,1.89,1.89,1.89,2
StatTrak™ USP-S | Black Lotus (Battle-Scarred),EUR,3.49,3.94,3.54,3.54,3.54,3.54,1,2.94,3.54,3.24,3.24,2,2.94,5.02,3.85,3.94,13,2.9,5.29,4.01,4.1,35
Sticker | dimasick | Boston 2018,EUR,6.27,5.34,,,,,0,,,,,0,,,,,0,,,,,0
★ Skeleton Knife | Scorched (Battle-Scarred),EUR,237.46,220.3,,,,,0,,,,,0,201.53,230.99,212.84,209.42,4,168.27,230.99,200.3,204.05,11
StatTrak™ Sawed-Off | Black Sand (Factory New),EUR,1,0.98,,,,,0,,,,,0,0.72,2.19,1.01,0.76,6,0.72,2.19,1.02,0.88,17
Sticker | FURIA (Foil) | 2020 RMR,EUR,0.29,0.25,0.18,0.19,0.19,0.18,2,0.18,0.33,0.26,0.25,10,0.18,0.49,0.31,0.3,24,0.15,0.49,0.26,0.25,71
M4A4 | Poseidon (Factory New),EUR,1200,1394.98,,,,,0,,,,,0,1045.46,1435.02,1185.97,1131.7,4,985.05,1555,1146.03,1103.12,36
CZ75-Auto | Victoria (Well-Worn),EUR,,10.36,,,,,0,,,,,0,7.52,7.52,7.52,7.52,1,7.52,7.52,7.52,7.52,1
Sticker | s1mple (Foil) | Berlin 2019,EUR,5.4,4.99,,,,,0,,,,,0,3.76,5.29,4.78,5.29,3,3.09,5.29,4.03,3.86,16
StatTrak™ XM1014 | Zombie Offensive (Battle-Scarred),EUR,0.37,0.47,,,,,0,0.52,0.52,0.52,0.52,1,0.39,0.52,0.47,0.49,3,0.39,0.52,0.43,0.4,7
MAG-7 | Bulldozer (Battle-Scarred),EUR,9.04,8.24,,,,,0,7.99,7.99,7.99,7.99,1,7.99,7.99,7.99,7.99,1,5.23,9.47,7.72,8.09,4
Sticker | latto (Gold) | Rio 2022,EUR,6.94,5.39,,,,,0,,,,,0,,,,,0,6.49,6.49,6.49,6.49,1
P90 | Ash Wood (Factory New),EUR,0.91,0.47,0.33,0.44,0.4,0.44,3,0.32,1,0.57,0.44,27,0.27,3.66,0.85,0.86,178,0.1,3.66,0.58,0.35,787
Sticker | STYKO | Atlanta 2017,EUR,14.99,6.79,,,,,0,,,,,0,6.24,6.24,6.24,6.24,1,6.24,10.08,8.74,9.9,3
Sticker | TRY | Austin 2025,EUR,,0.04,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ CZ75-Auto | Tigris (Well-Worn),EUR,1.47,1.83,,,,,0,,,,,0,1.23,1.5,1.38,1.39,7,1.07,2.18,1.41,1.37,22
Sealed Graffiti | Recoil FAMAS (Tiger Orange),EUR,,1.36,,,,,0,,,,,0,,,,,0,,,,,0
★ Falchion Knife | Damascus Steel (Well-Worn),EUR,180.9,192.51,,,,,0,,,,,0,153.09,153.09,153.09,153.09,1,143.8,187.48,158.19,150.74,4
AK-47 | First Class (Battle-Scarred),EUR,90.76,86.48,,,,,0,79.99,79.99,79.99,79.99,1,79.99,79.99,79.99,79.99,1,62.47,79.99,68.8,63.94,3
PP-Bizon | Urban Dashed (Well-Worn),EUR,0.03,0.04,,,,,0,0.03,0.03,0.03,0.03,72,0.02,0.03,0.03,0.03,170,0.02,0.03,0.02,0.02,479
Tec-9 | Blue Blast (Field-Tested),EUR,0.03,0.04,0.03,0.03,0.03,0.03,1,0.02,0.43,0.07,0.03,30,0.02,1,0.08,0.03,113,0.02,1,0.07,0.03,180
Sticker | coldzera | Cologne 2015,EUR,41.54,9.87,,,,,0,,,,,0,,,,,0,,,,,0
Patch | Astralis | Stockholm 2021,EUR,4.5,4.12,,,,,0,,,,,0,3.18,6.44,4.32,3.35,3,3.18,7.25,6.02,6.42,12
Sticker | oskar | Krakow 2017,EUR,3.6,2.55,,,,,0,,,,,0,2.33,2.33,2.33,2.33,2,1.58,2.33,1.98,2.02,8
Sticker | Legacy (Holo) | Austin 2025,EUR,,2.94,1.42,1.42,1.42,1.42,1,1.42,1.42,1.42,1.42,1,1.42,1.42,1.42,1.42,1,1.42,1.42,1.42,1.42,1
Sticker | Adeptus Titanicus 2,EUR,,0.81,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Silver Bullet (War Pig Pink),EUR,0.11,0.15,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Natus Vincere | Rio 2022,EUR,0.14,0.03,0.02,0.02,0.02,0.02,2,0.02,0.14,0.03,0.02,10,0.02,0.14,0.04,0.02,31,0.02,0.15,0.04,0.02,100
StatTrak™ P250 | Inferno (Minimal Wear),EUR,1.91,2.62,,,,,0,1.93,1.95,1.94,1.94,2,1.78,2.46,2.05,2,6,1.78,4,2.32,2.12,28
Sticker | Kylar (Glitter) | Paris 2023,EUR,0.14,0.03,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.09,0.03,0.02,8,0.02,0.15,0.04,0.02,27
Sticker | Happy | Cologne 2016,EUR,,7.3,,,,,0,,,,,0,,,,,0,7.12,7.2,7.16,7.16,2
UMP-45 | Momentum (Minimal Wear),EUR,4.92,5.97,4.86,4.86,4.86,4.86,1,4.42,5.23,4.83,4.85,12,4.25,5.99,4.88,4.86,73,3,7,5.09,4.99,308
Sticker | forZe eSports (Holo) | Berlin 2019,EUR,1.59,0.26,,,,,0,,,,,0,0.22,1.15,0.69,0.68,2,0.15,1.15,0.36,0.22,9
StatTrak™ Galil AR | Destroyer (Field-Tested),EUR,0.11,0.15,0.1,0.11,0.11,0.1,2,0.1,0.24,0.12,0.1,26,0.08,0.24,0.11,0.11,82,0.08,0.34,0.13,0.12,289
Souvenir Nova | Walnut (Well-Worn),EUR,1,0.77,,,,,0,,,,,0,0.52,1.28,0.9,0.9,2,0.51,1.91,0.88,0.63,14
P2000 | Corticera (Field-Tested),EUR,8.84,10.68,,,,,0,,,,,0,7.55,8,7.78,7.78,2,7.55,13.06,9.7,9.84,11
Sticker | yuurih (Gold) | Paris 2023,EUR,2.49,1.49,2.48,2.48,2.48,2.48,1,2.48,2.48,2.48,2.48,1,1.1,2.48,1.79,1.79,2,1.1,2.48,1.79,1.79,2
★ StatTrak™ Falchion Knife | Forest DDPAT (Field-Tested),EUR,,143.95,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ Desert Eagle | Directive (Minimal Wear),EUR,7.31,8.23,7.99,7.99,7.99,7.99,1,5.97,9.02,6.92,6.7,11,5.11,9.4,6.79,6.7,23,4.4,31.9,8.06,7.38,75
Desert Eagle | Directive (Minimal Wear),EUR,1.37,1.5,1.2,1.46,1.33,1.33,2,1.1,6.8,1.78,1.46,13,1,6.8,1.55,1.44,52,1,8.55,1.76,1.5,161
Sticker | KSCERATO (Gold) | Rio 2022,EUR,,11.8,,,,,0,,,,,0,,,,,0,,,,,0
MAC-10 | Graven (Well-Worn),EUR,,21.51,,,,,0,,,,,0,,,,,0,18.64,20.34,19.49,19.49,2
Sealed Graffiti | Recoil AUG (Tiger Orange),EUR,2.59,1.1,,,,,0,,,,,0,,,,,0,0.99,0.99,0.99,0.99,2
Sealed Graffiti | Backstab (Shark White),EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,2,0.02,0.02,0.02,0.02,16
Sealed Graffiti | Recoil M4A1-S (Desert Amber),EUR,35.14,6.85,,,,,0,,,,,0,,,,,0,0.99,0.99,0.99,0.99,1
Sticker | gxx- | Paris 2023,EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,9,0.02,0.02,0.02,0.02,44
★ Butterfly Knife | Slaughter (Factory New),EUR,2541.83,3177.74,2634.58,2634.58,2634.58,2634.58,1,2514.56,2650,2599.71,2634.58,3,2271.75,2753.32,2543.07,2546.04,20,1943.77,2753.32,2385.69,2348.05,59
StatTrak™ FAMAS | Neural Net (Well-Worn),EUR,1.62,1.92,,,,,0,,,,,0,1.54,1.54,1.54,1.54,1,1.49,2.33,1.78,1.73,5
★ StatTrak™ Falchion Knife | Bright Water (Factory New),EUR,223.17,206.48,,,,,0,,,,,0,,,,,0,129.35,200,160.23,155.79,4
Sticker | jottAAA (Holo) | Austin 2025,EUR,,1.33,,,,,0,0.75,1.02,0.89,0.88,2,0.75,1.02,0.89,0.88,2,0.75,1.02,0.89,0.88,2
B Squadron Officer | SAS,EUR,11.02,12.24,8.91,11.89,10.18,9.65,10,8.45,18.62,10.05,9.82,89,6,18.62,8.67,8.49,332,5.75,18.62,8.43,8.4,868
Sealed Graffiti | Welcome to the Clutch,EUR,1.85,0.69,0.51,0.67,0.58,0.56,4,0.51,0.67,0.55,0.53,7,0.51,3.55,1.68,1.75,25,0.5,3.55,1.53,1.72,83
StatTrak™ P90 | Shapewood (Factory New),EUR,30.98,29.94,27.79,27.79,27.79,27.79,1,27.79,27.79,27.79,27.79,1,24.14,40.2,30.71,27.79,3,24.14,40.2,29.73,27.28,4
Souvenir MAC-10 | Sienna Damask (Well-Worn),EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,2,0.02,0.02,0.02,0.02,4
Sticker | Reason Gaming (Holo) | Katowice 2014,EUR,,40086.99,,,,,0,,,,,0,,,,,0,,,,,0
P90 | Module (Field-Tested),EUR,1.54,1.78,1.34,1.34,1.34,1.34,1,1.34,1.34,1.34,1.34,1,1.27,4,1.68,1.5,12,1.05,4.43,1.77,1.52,30
★ StatTrak™ Falchion Knife | Rust Coat (Battle-Scarred),EUR,170,168.63,,,,,0,,,,,0,142.68,142.68,142.68,142.68,1,130.49,142.68,136.59,136.58,2
★ Butterfly Knife | Scorched (Field-Tested),EUR,804.46,944.51,,,,,0,757.72,800,778.86,778.86,2,704.4,831.29,778.59,799.55,5,704.4,844.36,787.46,799.55,13
★ Driver Gloves | Overtake (Field-Tested),EUR,105,128.61,106.7,147.87,126.26,124,6,95,152.47,121.93,118,37,81.18,164.62,118.02,116.61,153,81.18,183,122.64,120,441
Sticker | Vitality | Shanghai 2024,EUR,0.02,0.03,,,,,0,0.02,0.03,0.02,0.02,31,0.02,0.03,0.02,0.02,85,0.02,0.03,0.02,0.02,144
Sticker | FaZe Clan (Foil) | Stockholm 2021,EUR,3.84,4.31,,,,,0,3.85,3.85,3.85,3.85,1,2.78,3.85,3.42,3.41,6,2.06,4.07,2.94,2.78,35
Sticker | NEO | London 2018,EUR,2.79,1.97,,,,,0,1.46,2.85,1.81,1.46,4,1.46,2.85,1.81,1.46,4,1.46,2.85,1.84,1.89,9
Sticker | Aleksib (Holo) | Rio 2022,EUR,1.89,0.76,,,,,0,,,,,0,0.58,0.96,0.77,0.77,2,0.48,0.96,0.74,0.76,4
Sticker | fer | Berlin 2019,EUR,2.2,0.96,2.28,2.28,2.28,2.28,1,2.28,2.33,2.31,2.32,3,0.71,2.48,1.92,2.2,31,0.71,3.99,2.01,2.2,83
MP9 | Featherweight (Battle-Scarred),EUR,0.03,0.05,0.02,0.02,0.02,0.02,2,0.02,0.04,0.03,0.03,11,0.02,0.09,0.04,0.04,56,0.02,0.18,0.04,0.04,194
StatTrak™ SCAR-20 | Green Marine (Factory New),EUR,1.77,1.92,,,,,0,1.36,2.04,1.85,2,4,1.36,2.04,1.85,2,4,1.31,2.04,1.62,1.36,7
Dual Berettas | Polished Malachite (Factory New),EUR,2.96,1.52,3.41,3.41,3.41,3.41,1,1.03,5.43,3.92,4.25,7,0.95,18.1,3.62,3.12,45,0.95,18.1,3.61,3.14,56
StatTrak™ USP-S | The Traitor (Well-Worn),EUR,34.32,36.52,34.5,34.5,34.5,34.5,1,31,34.5,32.19,31.69,5,27.39,34.65,30.95,31.09,19,24.25,39.43,31.45,31.33,63
Sticker | Gambit Gaming | Stockholm 2021,EUR,0.03,0.04,0.03,0.03,0.03,0.03,1,0.02,0.04,0.03,0.03,17,0.02,0.05,0.03,0.03,175,0.02,0.24,0.03,0.03,257
Sticker | Boom (Foil),EUR,3.79,2.44,,,,,0,1.71,1.71,1.71,1.71,2,1.71,1.97,1.8,1.71,3,1.71,3.72,2.28,1.84,4
Sticker | dupreeh | Antwerp 2022,EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,3
StatTrak™ FAMAS | Decommissioned (Minimal Wear),EUR,0.61,0.76,0.71,0.71,0.71,0.71,1,0.53,0.74,0.64,0.64,4,0.4,1.8,0.74,0.6,21,0.4,1.8,0.74,0.65,60
Sticker | VINI (Holo) | Shanghai 2024,EUR,1.6,1.39,,,,,0,,,,,0,,,,,0,0.72,2.28,1.58,1.5,13
USP-S | Cortex (Factory New),EUR,10.32,12.63,11.11,11.27,11.19,11.19,2,8.67,22.2,10.61,9.77,21,7.73,23.03,10.15,9.78,113,7.73,36.08,10.97,10.4,349
Sticker | huNter | Antwerp 2022,EUR,0.02,0.03,,,,,0,,,,,0,0.02,0.02,0.02,0.02,2,0.02,0.09,0.03,0.02,9
M4A1-S | Emphorosaur-S (Field-Tested),EUR,0.29,0.4,0.28,0.3,0.29,0.29,10,0.27,2,0.36,0.3,60,0.19,3.2,0.38,0.31,306,0.19,3.2,0.42,0.38,1193
StatTrak™ Sawed-Off | Yorick (Battle-Scarred),EUR,0.2,0.25,,,,,0,0.24,0.26,0.25,0.25,2,0.2,0.26,0.23,0.22,4,0.19,0.29,0.23,0.22,16
Sticker | NertZ (Glitter) | Shanghai 2024,EUR,0.14,0.03,0.03,0.03,0.03,0.03,1,0.03,0.03,0.03,0.03,1,0.02,0.03,0.03,0.03,14,0.02,0.3,0.07,0.03,124
StatTrak™ Glock-18 | Moonrise (Well-Worn),EUR,2,2.08,,,,,0,3.04,3.04,3.04,3.04,1,1.08,3.04,1.91,1.76,6,1.08,3.73,2.19,2.03,31
StatTrak™ Nova | Hyper Beast (Well-Worn),EUR,25.04,27.97,,,,,0,,,,,0,,,,,0,,,,,0
