market_hash_name,currency,current_min_price,min_24h,max_24h,avg_24h,median_24h,volume_24h,min_7d,max_7d,avg_7d,median_7d,volume_7d,min_30d,max_30d,avg_30d,median_30d,volume_30d,min_90d,max_90d,avg_90d,median_90d,volume_90d
Sticker | PAC AI (Foil),EUR,3.18,2.3,2.3,2.3,2.3,1,2.3,2.3,2.3,2.3,1,2.3,3.69,3,3,2,1.96,8.99,4.03,3.69,13
AUG | Spalted Wood (Battle-Scarred),EUR,4.62,,,,,0,,,,,0,,,,,0,3.25,3.6,3.43,3.42,2
P250 | Cartel (Battle-Scarred),EUR,10,,,,,0,5.32,5.32,5.32,5.32,1,5.03,5.32,5.18,5.18,2,4.02,8.95,5.62,5.32,12
Sealed Graffiti | Dizzy (Jungle Green),EUR,0.33,,,,,0,,,,,0,,,,,0,0.1,0.17,0.15,0.16,8
Sticker | Maka | Austin 2025,EUR,0.05,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Ax1Le | Shanghai 2024,EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,2,0.02,0.02,0.02,0.02,4,0.02,0.12,0.02,0.02,27
Glock-18 | Twilight Galaxy (Factory New),EUR,180,,,,,0,152.89,195,174.33,173.97,8,152.89,312.05,191.07,180.36,27,140.04,312.05,183.78,179.25,93
G3SG1 | Chronos (Well-Worn),EUR,359,,,,,0,,,,,0,,,,,0,,,,,0
R8 Revolver | Llama Cannon (Minimal Wear),EUR,4.91,5.41,6.01,5.71,5.71,2,4.04,6.01,4.97,5.06,14,4.04,6.01,4.95,5.04,39,3.94,8.13,4.96,4.98,128
Sticker | jL | Shanghai 2024,EUR,0.02,,,,,0,0.03,0.03,0.03,0.03,10,0.02,0.03,0.02,0.02,133,0.02,0.12,0.02,0.02,375
StatTrak™ Dual Berettas | Tread (Battle-Scarred),EUR,0.74,0.68,0.68,0.68,0.68,1,0.68,0.68,0.68,0.68,1,0.68,0.96,0.82,0.82,2,0.5,0.96,0.7,0.7,8
★ Flip Knife | Stained (Field-Tested),EUR,,,,,,0,,,,,0,156.15,194.9,173.62,171.27,9,147.69,228,179.41,178.64,18
Sticker | Starry (Foil) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Karambit | Rust Coat (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Huntsman Knife | Scorched (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Dual Berettas | Twin Turbo (Well-Worn),EUR,1.25,1.86,2,1.93,1.93,2,1.72,2,1.86,1.86,5,0.98,2.2,1.53,1.52,22,0.86,3.1,1.41,1.33,81
Souvenir USP-S | Road Rash (Factory New),EUR,75.05,,,,,0,,,,,0,60.71,77.62,67.47,64.09,3,60.71,82.55,71.3,69.81,7
Sticker | Xyp9x | Berlin 2019,EUR,0.35,,,,,0,0.08,0.08,0.08,0.08,1,0.07,0.35,0.21,0.21,4,0.05,0.35,0.15,0.07,21
StatTrak™ MP7 | Impire (Factory New),EUR,9,,,,,0,10.39,10.39,10.39,10.39,1,8.03,10.39,9,8.64,8,6.53,10.39,8.12,8.16,20
ESL One Cologne 2015 Inferno Souvenir Package,EUR,35,,,,,0,,,,,0,21.15,21.15,21.15,21.15,1,21.15,21.15,21.15,21.15,1
Souvenir Tec-9 | Mummy's Rot (Well-Worn),EUR,0.52,,,,,0,,,,,0,0.45,0.47,0.46,0.46,2,0.45,1.22,0.72,0.76,11
Sticker | syrsoN (Glitter) | Antwerp 2022,EUR,0.19,,,,,0,,,,,0,0.19,0.19,0.19,0.19,2,0.02,0.19,0.14,0.17,4
MP7 | Neon Ply (Minimal Wear),EUR,3.38,,,,,0,2.42,4.53,3.62,3.97,5,2,4.53,3.18,2.67,11,2,4.53,3.18,3,31
Sticker | Lucky (Foil) | Austin 2025,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Kylar (Glitter) | Paris 2023,EUR,0.14,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.09,0.03,0.02,8,0.02,0.15,0.04,0.02,27
Sticker | Fnatic | Katowice 2015,EUR,11.99,,,,,0,14.3,14.3,14.3,14.3,1,9.47,14.39,12.7,11.96,21,8.46,18.99,12.07,11.84,92
Sticker | Lucaozy (Holo) | Paris 2023,EUR,0.98,,,,,0,,,,,0,,,,,0,0.61,3.49,1.64,0.7,16
Sticker | jdm64 | MLG Columbus 2016,EUR,7,,,,,0,,,,,0,4.03,4.03,4.03,4.03,1,4.03,4.03,4.03,4.03,1
★ Moto Gloves | POW! (Field-Tested),EUR,172.02,270,270,270,270,1,169.37,270,209.9,196.58,10,152.79,376.69,208.96,195.92,47,152.79,376.69,205.57,192.13,135
★ StatTrak™ Kukri Knife | Blue Steel (Factory New),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ Dual Berettas | Retribution (Minimal Wear),EUR,7.36,,,,,0,,,,,0,,,,,0,3.55,6.7,5.41,5.68,4
Sticker | TACO | Katowice 2019,EUR,1.49,,,,,0,,,,,0,0.88,0.88,0.88,0.88,1,0.88,1.39,1.14,1.14,2
★ StatTrak™ Shadow Daggers | Freehand (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,120.51,120.51,120.51,120.51,1
Sticker | dupreeh (Glitter) | Paris 2023,EUR,0.07,,,,,0,0.03,0.03,0.03,0.03,1,0.03,0.03,0.03,0.03,3,0.02,0.1,0.03,0.02,22
Sticker | Headshot Guarantee,EUR,0.78,,,,,0,1.62,1.62,1.62,1.62,1,0.69,3.24,2.1,2.4,6,0.65,3.61,1.97,2.11,20
★ StatTrak™ Bowie Knife | Crimson Web (Minimal Wear),EUR,272.19,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Ursus Knife | Damascus Steel (Factory New),EUR,315.9,,,,,0,,,,,0,159.23,175.36,167.3,167.3,2,159.23,212,183.46,184.68,8
Sticker | Jerry | Antwerp 2022,EUR,0.02,,,,,0,,,,,0,,,,,0,0.02,0.03,0.03,0.02,4
Souvenir MP9 | Orange Peel (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Driver Gloves | Queen Jaguar (Field-Tested),EUR,102.19,115.17,130,120.13,117.68,4,106.47,136.37,121.7,119.61,19,87.88,152.25,116.4,115.99,86,87.88,180.21,122.86,122,217
Glock-18 | Death Rattle (Minimal Wear),EUR,0.16,,,,,0,0.14,0.18,0.16,0.16,15,0.12,1,0.18,0.15,84,0.08,3,0.22,0.12,262
Sticker | Maikelele | Cluj-Napoca 2015,EUR,42.2,,,,,0,,,,,0,4,4.99,4.5,4.5,2,2.9,4.99,3.96,4,3
Sticker | NAF (Glitter) | Rio 2022,EUR,0.29,,,,,0,,,,,0,0.05,0.06,0.06,0.06,2,0.04,0.06,0.05,0.05,7
StatTrak™ MAC-10 | Stalker (Battle-Scarred),EUR,50.28,,,,,0,,,,,0,36.78,36.78,36.78,36.78,1,36.37,44.99,39.79,38.89,4
AUG | Plague (Field-Tested),EUR,0.9,0.81,0.81,0.81,0.81,1,0.81,0.89,0.86,0.89,3,0.81,0.96,0.9,0.91,13,0.62,1.1,0.84,0.86,60
PP-Bizon | Breaker Box (Minimal Wear),EUR,3.56,,,,,0,,,,,0,2.66,2.74,2.7,2.7,2,2.66,3.22,2.86,2.77,4
M4A1-S | Blood Tiger (Minimal Wear),EUR,3.75,3.75,3.99,3.87,3.87,2,3.41,10.9,4.9,3.96,14,2.65,10.9,4.44,3.95,60,2.65,320.88,8.44,4.7,166
Sticker | olofmeister (Foil) | Cologne 2015,EUR,90.65,,,,,0,,,,,0,17.35,29.99,23.67,23.67,2,11.67,29.99,21,21.17,4
★ StatTrak™ Nomad Knife | Blue Steel (Battle-Scarred),EUR,287.22,,,,,0,,,,,0,244.82,244.82,244.82,244.82,1,244.82,250,247.41,247.41,2
P2000 | Wicked Sick (Battle-Scarred),EUR,1.15,0.88,2.17,1.51,1.47,3,0.88,2.17,1.43,1.49,12,0.88,2.96,1.47,1.31,58,0.88,2.99,1.45,1.3,204
Sealed Graffiti | Denied (Dust Brown),EUR,0.14,,,,,0,0.11,0.11,0.11,0.11,1,0.11,0.12,0.12,0.12,2,0.1,0.13,0.12,0.12,4
Sticker | sh1ro (Glitter) | Shanghai 2024,EUR,0.15,,,,,0,0.02,0.02,0.02,0.02,5,0.02,0.15,0.04,0.02,29,0.02,0.15,0.03,0.02,99
M4A4 | The Battlestar (Factory New),EUR,11.97,12.11,12.11,12.11,12.11,1,10.68,12.11,11.4,11.42,8,8,16,10.11,9.58,35,8,24.03,11.7,11.46,74
Sticker | olofmeister (Gold) | Berlin 2019,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ StatTrak™ Survival Knife | Case Hardened (Minimal Wear),EUR,228.84,,,,,0,,,,,0,191.29,200,195.65,195.64,2,189.04,255,208.83,195.64,4
Sealed Graffiti | Tombstone (Dust Brown),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,2,0.02,0.03,0.02,0.02,12
StatTrak™ Sawed-Off | Apocalypto (Factory New),EUR,5.29,,,,,0,,,,,0,3.48,6.76,5.2,5.31,7,3.22,8.51,4.95,4.88,21
★ StatTrak™ Stiletto Knife | Rust Coat (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ UMP-45 | Labyrinth (Factory New),EUR,0.72,,,,,0,0.8,2.23,1.18,0.84,4,0.72,2.4,0.95,0.82,22,0.69,16.95,1.23,0.87,79
StatTrak™ AK-47 | Aquamarine Revenge (Factory New),EUR,278.25,270,270,270,270,1,249.99,278.6,263.61,265.64,5,249.99,357.87,280.85,273.12,10,212.75,400.45,259.8,254.41,38
XM1014 | Jungle (Minimal Wear),EUR,17.99,,,,,0,,,,,0,5.85,16.94,9.6,6.01,3,4.96,16.94,7.94,6.24,12
Sticker | ViCi Gaming (Foil) | Katowice 2019,EUR,18.61,,,,,0,,,,,0,,,,,0,11,12.24,11.88,12.09,5
Negev | Drop Me (Well-Worn),EUR,0.03,0.02,0.03,0.03,0.02,2,0.02,0.03,0.03,0.03,6,0.02,0.07,0.04,0.04,32,0.02,0.12,0.04,0.04,272
M4A1-S | Control Panel (Well-Worn),EUR,4.55,3.38,3.8,3.59,3.59,2,3.38,4.98,4.12,4.09,6,3.3,5.62,4.1,4.02,23,3.3,7.58,4.67,4.54,66
Sticker | Patti (Glitter) | Copenhagen 2024,EUR,0.11,,,,,0,,,,,0,0.02,0.03,0.02,0.02,4,0.02,0.03,0.02,0.02,21
★ StatTrak™ Flip Knife | Black Laminate (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Horizon Case,EUR,1.36,1.26,1.4,1.37,1.37,151,1.16,1.78,1.35,1.37,2993,1,2.34,1.37,1.38,10353,0.87,2.5,1.35,1.35,38977
StatTrak™ AUG | Bengal Tiger (Factory New),EUR,124.48,,,,,0,,,,,0,61,61,61,61,1,61,61,61,61,1
StatTrak™ G3SG1 | Hunter (Factory New),EUR,2.51,,,,,0,1.55,1.55,1.55,1.55,1,1.2,2.85,1.83,1.8,9,1.13,18.81,2.72,1.76,28
Sticker | Genestealer Cults 1,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | yuurih | Paris 2023,EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,7,0.02,0.02,0.02,0.02,27
AK-47 | Uncharted (Battle-Scarred),EUR,0.26,,,,,0,0.28,0.3,0.29,0.29,7,0.24,1.02,0.33,0.3,21,0.22,1.23,0.39,0.36,97
★ Survival Knife | Slaughter (Field-Tested),EUR,221.93,205,208.8,206.9,206.9,2,198.11,208.8,202.98,202.5,4,174.61,238.27,207.75,200,11,174.61,262.1,219.29,222.53,31
StatTrak™ FAMAS | Valence (Factory New),EUR,20.5,,,,,0,18.05,18.05,18.05,18.05,2,16.96,20.45,18.71,18.59,8,16.13,42.75,20.42,19.23,29
Sticker | yay | London 2018,EUR,34.39,,,,,0,8.99,8.99,8.99,8.99,1,8.99,8.99,8.99,8.99,1,3.63,8.99,5.65,4.98,4
Sticker | olofmeister | MLG Columbus 2016,EUR,2.6,,,,,0,,,,,0,1.83,1.83,1.83,1.83,1,1.83,3.6,3.09,3.33,5
Sticker | SmithZz | MLG Columbus 2016,EUR,39.91,,,,,0,,,,,0,,,,,0,3.06,3.06,3.06,3.06,2
Negev | Ultralight (Well-Worn),EUR,0.04,,,,,0,,,,,0,0.02,0.05,0.04,0.04,4,0.02,0.05,0.04,0.04,36
PP-Bizon | Night Ops (Well-Worn),EUR,2,,,,,0,0.07,0.09,0.08,0.07,6,0.04,0.09,0.06,0.05,16,0.04,0.09,0.05,0.05,33
Souvenir P90 | Fallout Warning (Minimal Wear),EUR,37.99,,,,,0,,,,,0,8.42,9.29,8.86,8.86,2,8.42,19.5,13.7,12.9,7
★ StatTrak™ Bayonet | Lore (Field-Tested),EUR,450,,,,,0,,,,,0,330,399.09,376.76,388.97,4,330,492.36,418.03,406.86,16
StatTrak™ M4A4 | Faded Zebra (Well-Worn),EUR,12.86,,,,,0,,,,,0,6.89,179.74,93.32,93.32,2,3.05,179.74,29.36,3.85,7
FAMAS | Teardown (Field-Tested),EUR,0.4,0.33,0.57,0.42,0.36,3,0.31,0.87,0.48,0.41,30,0.25,1.73,0.5,0.38,137,0.22,1.73,0.45,0.36,347
Sealed Graffiti | Hotpot,EUR,0.3,,,,,0,0.19,0.19,0.19,0.19,2,0.19,0.3,0.21,0.19,7,0.13,0.3,0.19,0.19,34
Sticker | Vitality (Holo) | Shanghai 2024,EUR,1.35,,,,,0,0.57,1.5,0.84,0.72,5,0.32,1.5,0.77,0.72,41,0.32,1.5,0.69,0.65,132
AK-47 | Safari Mesh (Well-Worn),EUR,0.06,,,,,0,0.05,1.69,0.56,0.07,5,0.04,1.69,0.2,0.07,55,0.04,12,0.25,0.08,173
★ Bayonet | Safari Mesh (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,162.26,204.83,184.07,185.13,3
Sticker | Skadoodle (Gold) | Boston 2018,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir AUG | Condemned (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | JOTA (Glitter) | Antwerp 2022,EUR,0.15,0.04,0.04,0.04,0.04,1,0.04,0.04,0.04,0.04,1,0.04,0.06,0.06,0.06,8,0.04,0.06,0.06,0.06,14
Five-SeveN | Fairy Tale (Field-Tested),EUR,22.84,,,,,0,20.93,26.54,24.7,25.38,14,20.4,29.83,24.05,24.75,59,16.7,31.45,23.04,23.22,192
Sticker | rain (Foil) | Cologne 2016,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Souvenir Desert Eagle | Urban DDPAT (Factory New),EUR,17.78,,,,,0,,,,,0,12.11,16,13.99,13.85,3,12.11,16,14.22,14.3,5
SCAR-20 | Crimson Web (Minimal Wear),EUR,3.75,,,,,0,2.43,3.66,2.77,2.55,5,2.43,6.99,3.16,2.86,16,2.43,12,3.77,3.09,43
Souvenir PP-Bizon | Anolis (Battle-Scarred),EUR,0.02,,,,,0,,,,,0,0.02,0.03,0.02,0.02,10,0.02,0.04,0.02,0.02,11
Sticker | dexter | Katowice 2019,EUR,0.99,,,,,0,,,,,0,0.31,0.42,0.36,0.36,4,0.31,0.99,0.49,0.4,5
Stockholm 2021 Finalists Autograph Capsule,EUR,0.62,0.63,0.63,0.63,0.63,2,0.48,0.66,0.53,0.49,22,0.48,0.93,0.59,0.59,456,0.33,2.5,0.53,0.5,987
Souvenir AUG | Condemned (Well-Worn),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Sticker | Happy (Foil) | Boston 2018,EUR,44,,,,,0,,,,,0,,,,,0,,,,,0
Negev | Drop Me (Minimal Wear),EUR,0.06,0.06,0.07,0.07,0.07,3,0.05,0.11,0.08,0.08,49,0.05,0.14,0.08,0.08,181,0.05,0.4,0.08,0.08,496
StatTrak™ SSG 08 | Necropos (Factory New),EUR,6.57,,,,,0,8.49,19.9,14.2,14.2,2,4.94,19.9,8.21,6.77,11,4.94,19.9,7.63,6.77,19
Sticker | Jerry (Holo) | Paris 2023,EUR,0.57,,,,,0,,,,,0,0.14,0.59,0.24,0.15,5,0.13,0.59,0.27,0.16,10
Sticker | Complexity Gaming (Holo) | Paris 2023,EUR,1.44,0.73,1.89,1.67,1.86,11,0.55,1.89,1.39,1.5,26,0.45,1.89,1.07,0.91,138,0.32,1.89,0.82,0.76,536
Sticker | fer | Rio 2022,EUR,0.09,,,,,0,,,,,0,0.6,0.6,0.6,0.6,1,0.08,0.6,0.19,0.1,5
StatTrak™ Glock-18 | Vogue (Well-Worn),EUR,6.16,,,,,0,5.1,5.35,5.23,5.22,2,4.82,5.73,5.16,5.1,7,4.81,8.61,6.08,5.84,28
AUG | Momentum (Field-Tested),EUR,1.59,1.4,1.65,1.56,1.62,5,1.4,2.09,1.67,1.62,20,1.4,3.19,1.77,1.68,95,1.36,4.55,1.84,1.77,511
★ Flip Knife | Marble Fade (Factory New),EUR,418,,,,,0,,,,,0,,,,,0,583.57,767.05,700.2,749.99,3
Sticker | ENCE | Rio 2022,EUR,0.03,,,,,0,0.02,0.02,0.02,0.02,224,0.02,0.02,0.02,0.02,298,0.02,0.02,0.02,0.02,358
Sticker | jkaem (Holo) | Copenhagen 2024,EUR,5.67,,,,,0,,,,,0,0.31,0.31,0.31,0.31,1,0.29,0.65,0.42,0.31,3
Sticker | Harp of War (Holo),EUR,2299,,,,,0,,,,,0,,,,,0,,,,,0
Sealed Graffiti | Mr. Teeth (War Pig Pink),EUR,0.02,,,,,0,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.09,0.03,0.02,9
StatTrak™ MP5-SD | Acid Wash (Battle-Scarred),EUR,0.71,,,,,0,0.73,0.73,0.73,0.73,1,0.73,0.73,0.73,0.73,1,0.73,0.73,0.73,0.73,1
Sticker | NEO | Berlin 2019,EUR,0.79,,,,,0,,,,,0,0.23,0.79,0.37,0.27,5,0.12,0.84,0.24,0.17,31
P250 | Small Game (Minimal Wear),EUR,0.8,,,,,0,0.58,0.82,0.71,0.74,12,0.5,2.34,0.72,0.63,92,0.41,2.34,0.82,0.77,316
Sticker | b1t (Gold) | Rio 2022,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Paracord Knife | Ultraviolet (Field-Tested),EUR,119.18,108.16,125,116.58,116.58,2,107.96,127.57,118.75,120.48,8,100,172.96,122.97,117.1,33,100,172.96,124.06,120.5,59
Sealed Graffiti | Recoil MAC-10 (Battle Green),EUR,2.79,,,,,0,,,,,0,,,,,0,1.09,1.09,1.09,1.09,2
SSG 08 | Prey (Minimal Wear),EUR,0.47,,,,,0,0.39,0.5,0.45,0.46,6,0.23,0.5,0.4,0.39,19,0.23,0.54,0.44,0.45,71
UMP-45 | Late Night Transit (Field-Tested),EUR,0.36,,,,,0,0.37,0.41,0.39,0.39,7,0.25,1,0.39,0.33,49,0.24,1.49,0.45,0.35,109
AK-47 | Slate (Minimal Wear),EUR,5.64,4.77,6.92,5.6,5.3,17,4.77,19.99,6.08,6.1,149,4.47,55.9,6.09,5.79,660,3.09,55.9,6.19,5.98,2105
Sticker | Conspiracy Club (Holo),EUR,0.53,,,,,0,0.36,0.73,0.58,0.58,10,0.36,0.93,0.65,0.72,64,0.35,0.95,0.71,0.8,206
Sticker | Winstrike Team (Holo) | Katowice 2019,EUR,1.79,,,,,0,,,,,0,1.2,1.81,1.32,1.22,6,1.2,2.69,1.83,1.81,11
Sticker | suNny (Gold) | Boston 2018,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Shadow Daggers | Marble Fade (Factory New),EUR,163.76,154.08,186.32,178.06,185.92,4,154.08,188.04,173.56,171.25,11,146.56,193,167.06,166.91,89,127.98,207.49,169.86,170.23,234
StatTrak™ MAC-10 | Ultraviolet (Battle-Scarred),EUR,2.01,,,,,0,1.87,1.99,1.93,1.93,2,1.87,2.64,2.1,1.94,6,1.79,2.69,2.19,1.99,11
Sticker | MLG (Holo) | MLG Columbus 2016,EUR,39,,,,,0,33.08,38.43,35.76,35.76,2,32,38.53,34.62,35,19,24.28,48.06,36.27,35.75,35
PP-Bizon | High Roller (Battle-Scarred),EUR,2.32,,,,,0,1.72,2.1,1.9,1.83,5,1.69,2.49,2.02,2.05,13,1.56,3.01,2.18,2.1,33
Operation Vanguard Access Pass,EUR,750,,,,,0,,,,,0,677.42,677.42,677.42,677.42,1,677.42,677.42,677.42,677.42,1
AWP | Printstream (Well-Worn),EUR,52,45.47,64.47,52.42,51,18,43.65,66.86,55.54,56.42,96,40.46,98.29,54.22,52.27,403,40.46,178.48,63.68,59.56,678
Sticker | MSL (Foil) | Boston 2018,EUR,31.19,,,,,0,,,,,0,,,,,0,14.38,14.38,14.38,14.38,1
StatTrak™ Dual Berettas | Hydro Strike (Battle-Scarred),EUR,1.1,,,,,0,1.1,1.81,1.46,1.46,2,0.92,1.81,1.14,1.05,11,0.83,1.88,1.26,1.1,35
Sealed Graffiti | Recoil Galil AR (Tiger Orange),EUR,4.39,,,,,0,,,,,0,,,,,0,1.99,1.99,1.99,1.99,8
Souvenir AK-47 | Panthera onca (Field-Tested),EUR,150.44,169.99,169.99,169.99,169.99,1,118.99,169.99,151.74,158.99,4,114.94,169.99,141.69,142.5,12,112.56,175.63,145.74,150,28
Sticker | LUCAS1 (Gold) | Krakow 2017,EUR,,,,,,0,,,,,0,,,,,0,,,,,0
★ Bloodhound Gloves | Snakebite (Well-Worn),EUR,114.21,,,,,0,80.12,80.12,80.12,80.12,1,74.92,80.12,77.52,77.52,2,74.92,80.42,78.49,80.12,3
★ Hand Wraps | Constrictor (Battle-Scarred),EUR,,,,,,0,,,,,0,72.43,107.55,86.83,85.88,12,72.43,113.22,92.47,90.52,41
P250 | Valence (Minimal Wear),EUR,0.2,0.24,0.25,0.25,0.24,2,0.21,0.52,0.26,0.24,19,0.18,1.08,0.29,0.26,73,0.14,4.82,0.32,0.24,234
USP-S | Serum (Factory New),EUR,44.39,,,,,0,42.13,60.5,51.32,51.32,2,35.46,60.5,40.51,39.99,21,35.46,169.69,46.56,41.6,50
FAMAS | Decommissioned (Factory New),EUR,0.47,0.44,0.47,0.46,0.46,2,0.44,0.62,0.51,0.5,5,0.44,1.11,0.6,0.52,8,0.44,4.09,0.84,0.61,36
Souvenir Glock-18 | Ramese's Reach (Minimal Wear),EUR,37.79,,,,,0,20.42,20.42,20.42,20.42,1,19.01,45,27.64,20.21,6,17.99,45,24.57,20.42,15
★ StatTrak™ Karambit | Ultraviolet (Well-Worn),EUR,876.34,,,,,0,,,,,0,,,,,0,,,,,0
StatTrak™ MP9 | Ruby Poison Dart (Battle-Scarred),EUR,,,,,,0,,,,,0,4.61,4.61,4.61,4.61,1,2,4.61,3.31,3.3,2
Nova | Wood Fired (Minimal Wear),EUR,0.31,0.11,0.11,0.11,0.11,1,0.08,0.31,0.12,0.11,14,0.07,0.31,0.12,0.12,56,0.07,0.31,0.12,0.12,177
StatTrak™ M249 | Downtown (Minimal Wear),EUR,1.42,1.54,1.54,1.54,1.54,2,1.39,2.29,1.68,1.54,6,1.1,2.29,1.56,1.43,33,1.1,2.29,1.58,1.5,101
Sticker | FL1T (Gold) | Shanghai 2024,EUR,2.99,,,,,0,,,,,0,,,,,0,1.88,1.88,1.88,1.88,1
P2000 | Royal Baroque (Factory New),EUR,5.48,3.54,3.54,3.54,3.54,1,3.4,7.5,5.35,4.51,7,3.34,7.94,5.43,4.83,36,3.34,19.9,6.59,5.29,46
MAC-10 | Monkeyflage (Well-Worn),EUR,0.03,0.03,0.03,0.03,0.03,1,0.02,0.26,0.05,0.02,8,0.02,0.26,0.04,0.04,46,0.02,0.26,0.04,0.04,289
★ Ursus Knife | Blue Steel (Field-Tested),EUR,158.14,,,,,0,167.47,185.99,178.65,182.49,3,140,185.99,166.08,167.47,21,135.95,199.99,169.38,173.52,67
Desert Eagle | Emerald Jörmungandr (Field-Tested),EUR,426.82,,,,,0,330.7,330.7,330.7,330.7,1,309.61,330.7,320.16,320.16,2,309.61,350,331.19,333.26,6
StatTrak™ R8 Revolver | Grip (Field-Tested),EUR,0.09,,,,,0,0.12,0.12,0.12,0.12,1,0.11,0.24,0.14,0.12,13,0.1,0.24,0.13,0.12,46
UMP-45 | Neo-Noir (Well-Worn),EUR,3.67,,,,,0,3.4,3.98,3.59,3.48,4,3.12,4.7,3.9,3.95,63,2.95,7.61,4.9,4.52,244
Patch | Metal Distinguished Master Guardian,EUR,0.9,,,,,0,1.59,1.59,1.59,1.59,1,0.75,1.59,1.01,0.94,6,0.74,1.59,0.95,0.94,19
Sticker | ENCE (Gold) | Antwerp 2022,EUR,0.94,,,,,0,,,,,0,,,,,0,1.59,1.72,1.69,1.72,4
UMP-45 | Day Lily (Factory New),EUR,,,,,,0,,,,,0,136.08,136.08,136.08,136.08,1,136.08,136.08,136.08,136.08,1
MAG-7 | Resupply (Factory New),EUR,0.27,,,,,0,0.23,0.33,0.27,0.26,8,0.23,1.8,0.36,0.28,70,0.23,1.8,0.36,0.3,128
StatTrak™ MAC-10 | Neon Rider (Field-Tested),EUR,22.97,22.11,25.92,24.14,24.38,3,22.11,25.92,23.85,23.68,4,19.65,27.73,22.97,22.55,18,18.12,29.99,22.74,22.99,71
Sticker | ScreaM | Boston 2018,EUR,,,,,,0,45,45,45,45,1,45,45,45,45,1,24.65,45,35.55,37,3
Sticker | Techno4K | Antwerp 2022,EUR,0.02,,,,,0,0.02,0.02,0.02,0.02,1,0.02,0.02,0.02,0.02,2,0.02,0.03,0.03,0.02,6
Sticker | denis (Foil) | Cologne 2016,EUR,39.99,,,,,0,,,,,0,16,16,16,16,1,16,16,16,16,1
Dual Berettas | Panther (Minimal Wear),EUR,1.84,,,,,0,1.33,2.95,1.99,1.94,14,1.33,4.07,1.97,1.9,49,1.2,4.2,2.02,1.91,138
StatTrak™ P250 | Ripple (Minimal Wear),EUR,0.6,,,,,0,0.55,0.94,0.75,0.74,2,0.48,0.94,0.57,0.53,11,0.48,0.94,0.65,0.6,44
Tec-9 | Sandstorm (Battle-Scarred),EUR,0.41,0.4,0.4,0.4,0.4,1,0.36,1.19,0.58,0.48,5,0.33,1.19,0.48,0.41,30,0.33,2.52,0.49,0.39,72
Desert Eagle | Printstream (Minimal Wear),EUR,40.53,37.23,47.93,42.89,43.1,15,34.51,264,46.42,44.82,150,31.96,264,44.41,44.15,620,31.96,264,45.61,45.28,1987
Sticker | Wildcard (Gold) | Shanghai 2024,EUR,2.27,,,,,0,,,,,0,1.37,3.36,2.09,1.78,6,1.37,3.61,2.32,2.25,23
P90 | Baroque Red (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,,,,,0
Nova | Clear Polymer (Field-Tested),EUR,3.91,,,,,0,2.56,4.61,3.69,3.86,5,2.56,4.61,3.61,3.73,13,2.56,4.61,3.3,3.11,53
UMP-45 | Labyrinth (Factory New),EUR,0.27,,,,,0,0.21,0.5,0.3,0.28,5,0.21,0.5,0.27,0.26,49,0.15,2.61,0.33,0.26,199
★ Falchion Knife | Fade (Minimal Wear),EUR,,,,,,0,,,,,0,327.05,327.05,327.05,327.05,1,327.05,429.99,375.94,370.78,3
Sticker | Pushing Smokes (Glitter),EUR,0.58,,,,,0,0.44,1.05,0.73,0.59,17,0.43,1.4,0.75,0.62,58,0.43,1.61,0.9,0.68,240
★ StatTrak™ Flip Knife | Autotronic (Field-Tested),EUR,335,,,,,0,,,,,0,264.52,274.81,268.89,267.35,3,264.52,327.13,282.12,274.81,5
★ StatTrak™ Karambit | Scorched (Battle-Scarred),EUR,,,,,,0,,,,,0,,,,,0,636.2,636.2,636.2,636.2,1
